艦船ID,艦名,アイテムID,アイテム名,装備ID,装備名,入手日時,海域,海域,セル,難易度,ボス,敵編成,ランク,司令部Lv
-1,(なし),-1,(なし),-1,(なし),2016/04/09 19:31:51,2,4,5,なし,-,4267767268,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/09 19:33:07,2,4,6,なし,-,2583979479,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/09 19:34:06,2,4,19,なし,-,1135901924,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/09 19:35:20,2,4,12,なし,-,3382885661,B,110
65,羽黒,-1,(なし),-1,(なし),2016/04/09 19:37:21,2,4,16,なし,ボス,1457174605,B,110
101,木曾,-1,(なし),-1,(なし),2016/04/09 19:40:32,4,3,14,なし,-,793993681,S,110
63,那智,-1,(なし),-1,(なし),2016/04/09 19:43:37,4,3,7,なし,-,2076275759,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 10:47:49,6,1,3,なし,-,1113780979,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 10:49:10,6,1,12,なし,-,1728808324,S,110
92,隼鷹,-1,(なし),-1,(なし),2016/04/10 10:50:39,6,1,7,なし,-,2382125251,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 10:53:32,6,1,3,なし,-,4053841869,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 11:07:33,6,1,12,なし,-,1728808324,S,110
53,名取,-1,(なし),-1,(なし),2016/04/10 11:09:50,6,1,7,なし,-,1098487904,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 11:14:30,2,2,1,なし,-,1142649758,A,110
65,羽黒,-1,(なし),-1,(なし),2016/04/10 11:17:04,2,2,4,なし,-,2754143600,A,110
41,初霜,-1,(なし),-1,(なし),2016/04/10 11:18:56,2,2,4,なし,-,572727137,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 11:22:06,2,4,1,なし,-,216560690,A,110
48,霰,-1,(なし),-1,(なし),2016/04/10 11:23:21,2,4,5,なし,-,1859901466,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 11:24:22,2,4,6,なし,-,2583979479,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 11:25:21,2,4,19,なし,-,1825339161,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 11:26:36,2,4,12,なし,-,3382885661,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 11:28:37,2,4,16,なし,ボス,4054575812,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 12:03:27,2,4,1,なし,-,3330031737,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 12:04:47,2,4,3,なし,-,4187071583,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 12:06:13,2,4,13,なし,-,3834442709,C,110
65,羽黒,-1,(なし),-1,(なし),2016/04/10 12:07:51,2,4,17,なし,ボス,668709314,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 12:09:50,2,4,1,なし,-,216560690,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 12:11:08,2,4,8,なし,-,2971288258,A,110
97,満潮,-1,(なし),-1,(なし),2016/04/10 13:06:01,2,4,1,なし,-,3330031737,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:07:29,2,4,3,なし,-,4187071583,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:08:48,2,4,12,なし,-,3382885661,B,110
65,羽黒,-1,(なし),-1,(なし),2016/04/10 13:10:18,2,4,16,なし,ボス,466794986,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:12:15,2,4,1,なし,-,350318307,B,110
53,名取,-1,(なし),-1,(なし),2016/04/10 13:13:44,2,4,5,なし,-,1833910272,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:15:05,2,4,6,なし,-,1793076225,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:17:27,2,4,1,なし,-,216560690,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:18:52,2,4,3,なし,-,4252657786,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:20:25,2,4,1,なし,-,216560690,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:21:53,2,4,1,なし,-,3330031737,B,110
17,陽炎,-1,(なし),-1,(なし),2016/04/10 13:23:13,2,4,5,なし,-,1833910272,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:24:30,2,4,6,なし,-,2583979479,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:25:39,2,4,19,なし,-,1825339161,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:26:57,2,4,13,なし,-,1087327781,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:29:02,2,4,17,なし,ボス,668709314,D,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:32:28,2,4,1,なし,-,3330031737,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:34:17,2,4,3,なし,-,285547134,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:35:37,2,4,12,なし,-,1988413004,B,110
74,祥鳳,-1,(なし),-1,(なし),2016/04/10 13:36:46,2,4,16,なし,ボス,4054575812,B,110
76,龍驤,-1,(なし),-1,(なし),2016/04/10 13:44:45,2,4,1,なし,-,350318307,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:46:58,2,4,8,なし,-,2971288258,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:48:31,2,4,10,なし,-,3463676847,B,110
51,天龍,-1,(なし),-1,(なし),2016/04/10 13:50:24,2,4,1,なし,-,350318307,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:52:04,2,4,8,なし,-,3017515740,B,110
68,摩耶,-1,(なし),-1,(なし),2016/04/10 13:53:21,2,4,14,なし,-,1445120715,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:54:39,2,4,15,なし,-,678546113,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:56:35,2,4,1,なし,-,350318307,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:57:51,2,4,8,なし,-,2994571100,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 13:59:02,2,4,10,なし,-,3411792196,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:00:49,2,4,1,なし,-,216560690,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:02:07,2,4,5,なし,-,1833910272,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:03:19,2,4,6,なし,-,2583979479,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:04:17,2,4,19,なし,-,1825339161,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:05:27,2,4,12,なし,-,3382885661,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:07:29,2,4,16,なし,ボス,466794986,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:22:38,6,1,3,なし,-,650632132,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:23:49,6,1,12,なし,-,2621485100,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:25:42,6,1,7,なし,-,2382125251,S,110
63,那智,-1,(なし),-1,(なし),2016/04/10 14:29:07,6,1,3,なし,-,650632132,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:30:45,6,1,12,なし,-,2621485100,S,110
60,加古,-1,(なし),-1,(なし),2016/04/10 14:33:19,6,1,7,なし,-,1098487904,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:36:08,5,5,2,なし,-,3279527335,D,110
17,陽炎,-1,(なし),-1,(なし),2016/04/10 14:41:06,2,4,1,なし,-,350318307,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:43:10,2,4,5,なし,-,1833910272,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:44:16,2,4,6,なし,-,1793076225,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:45:25,2,4,19,なし,-,1825339161,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:46:52,2,4,12,なし,-,3382885661,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 14:48:50,2,4,16,なし,ボス,466794986,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:15:16,2,4,1,なし,-,350318307,A,110
49,霞,-1,(なし),-1,(なし),2016/04/10 16:16:28,2,4,5,なし,-,1859901466,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:18:02,2,4,6,なし,-,3495767758,B,110
60,加古,-1,(なし),-1,(なし),2016/04/10 16:20:21,2,4,1,なし,-,216560690,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:21:51,2,4,5,なし,-,1833910272,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:22:42,2,4,6,なし,-,1793076225,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:23:43,2,4,19,なし,-,443102588,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:25:07,2,4,13,なし,-,1087327781,B,110
65,羽黒,-1,(なし),-1,(なし),2016/04/10 16:26:11,2,4,17,なし,ボス,240563751,B,110
13,綾波,-1,(なし),-1,(なし),2016/04/10 16:27:43,2,4,1,なし,-,3330031737,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:29:11,2,4,3,なし,-,4252657786,A,110
48,霰,-1,(なし),-1,(なし),2016/04/10 16:30:55,2,4,1,なし,-,216560690,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:32:34,2,4,8,なし,-,3017515740,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:34:06,2,4,10,なし,-,1971636262,B,110
32,初雪,-1,(なし),-1,(なし),2016/04/10 16:36:43,2,4,1,なし,-,216560690,B,110
96,大潮,-1,(なし),-1,(なし),2016/04/10 16:38:07,2,4,8,なし,-,3017515740,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:39:17,2,4,14,なし,-,1445120715,A,110
32,初雪,-1,(なし),-1,(なし),2016/04/10 16:40:35,2,4,15,なし,-,2553013027,B,110
95,朝潮,-1,(なし),-1,(なし),2016/04/10 16:42:07,2,4,1,なし,-,3330031737,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:43:37,2,4,8,なし,-,2994571100,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:45:40,2,4,10,なし,-,1971636262,B,110
65,羽黒,-1,(なし),-1,(なし),2016/04/10 16:47:27,2,4,1,なし,-,3330031737,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:48:51,2,4,3,なし,-,285547134,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:49:58,2,4,12,なし,-,1988413004,A,110
51,天龍,-1,(なし),-1,(なし),2016/04/10 16:51:24,2,4,16,なし,ボス,466794986,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 16:54:58,4,3,14,なし,-,1042325960,S,110
71,利根,-1,(なし),-1,(なし),2016/04/10 16:56:46,4,3,7,なし,-,476538892,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 18:51:09,6,1,3,なし,-,650632132,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 18:52:24,6,1,12,なし,-,1728808324,S,110
79,榛名,-1,(なし),-1,(なし),2016/04/10 18:54:28,6,1,7,なし,-,3753939345,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 18:56:48,6,1,3,なし,-,650632132,S,110
74,祥鳳,-1,(なし),-1,(なし),2016/04/10 18:58:03,6,1,12,なし,-,1728808324,S,110
65,羽黒,-1,(なし),-1,(なし),2016/04/10 19:02:18,6,1,7,なし,-,1098487904,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 19:05:48,6,1,3,なし,-,4053841869,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/10 19:08:43,6,1,3,なし,-,4053841869,A,110
23,由良,-1,(なし),-1,(なし),2016/04/10 19:10:10,6,1,12,なし,-,739769193,S,110
69,鳥海,-1,(なし),-1,(なし),2016/04/10 19:13:14,6,1,7,なし,-,1098487904,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 11:51:34,2,3,5,なし,-,2336176022,A,110
72,筑摩,-1,(なし),-1,(なし),2016/04/11 11:53:04,2,3,10,なし,-,3378188854,S,110
11,深雪,-1,(なし),-1,(なし),2016/04/11 11:54:32,2,3,1,なし,-,2647581887,B,110
74,祥鳳,-1,(なし),-1,(なし),2016/04/11 12:03:03,2,3,11,なし,ボス,4000387821,B,110
36,雷,-1,(なし),-1,(なし),2016/04/11 12:05:04,2,3,1,なし,-,2647581887,B,110
54,川内,-1,(なし),-1,(なし),2016/04/11 12:07:14,2,3,10,なし,-,3378188854,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 12:14:06,2,3,5,なし,-,2336176022,A,110
74,祥鳳,-1,(なし),-1,(なし),2016/04/11 12:15:47,2,3,11,なし,ボス,4000387821,A,110
46,五月雨,-1,(なし),-1,(なし),2016/04/11 12:17:53,1,4,2,なし,-,2364160368,S,110
60,加古,-1,(なし),-1,(なし),2016/04/11 12:20:29,1,4,7,なし,-,652639777,A,110
13,綾波,-1,(なし),-1,(なし),2016/04/11 12:23:25,1,4,12,なし,ボス,2960609797,A,110
53,名取,-1,(なし),-1,(なし),2016/04/11 12:26:47,4,3,14,なし,-,1042325960,S,110
14,敷波,-1,(なし),-1,(なし),2016/04/11 12:28:23,4,3,16,なし,-,788008611,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 12:30:39,4,3,1,なし,-,1986921374,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 12:32:04,4,3,4,なし,-,2133505235,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 12:33:42,4,3,16,なし,-,3493520154,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 12:43:59,3,3,1,なし,-,648071495,S,110
101,木曾,-1,(なし),-1,(なし),2016/04/11 12:45:08,3,3,3,なし,-,3626220543,S,110
83,赤城,-1,(なし),-1,(なし),2016/04/11 12:47:08,3,3,11,なし,ボス,2425041660,S,110
101,木曾,-1,(なし),-1,(なし),2016/04/11 12:48:49,3,3,1,なし,-,2797475756,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 12:50:31,3,3,12,なし,-,1974849312,S,110
77,伊勢,-1,(なし),-1,(なし),2016/04/11 12:52:14,3,3,13,なし,ボス,4143336126,S,110
65,羽黒,-1,(なし),-1,(なし),2016/04/11 12:54:53,3,3,1,なし,-,648071495,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 12:56:10,3,3,3,なし,-,1269883655,S,110
79,榛名,-1,(なし),-1,(なし),2016/04/11 12:58:50,3,3,11,なし,ボス,1163366728,S,110
122,舞風,-1,(なし),-1,(なし),2016/04/11 13:02:11,3,3,1,なし,-,3166583471,S,110
101,木曾,-1,(なし),-1,(なし),2016/04/11 13:03:39,3,3,3,なし,-,3626220543,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 13:06:26,3,3,7,なし,-,4290792538,A,110
70,最上,-1,(なし),-1,(なし),2016/04/11 13:07:56,3,3,13,なし,ボス,4143336126,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 13:11:40,3,3,1,なし,-,648071495,S,110
69,鳥海,-1,(なし),-1,(なし),2016/04/11 13:13:28,3,3,12,なし,-,1673178799,S,110
25,北上,-1,(なし),-1,(なし),2016/04/11 18:17:21,3,3,1,なし,-,3166583471,S,110
63,那智,-1,(なし),-1,(なし),2016/04/11 18:18:59,3,3,12,なし,-,1673178799,S,110
49,霞,-1,(なし),-1,(なし),2016/04/11 18:20:49,3,3,1,なし,-,648071495,S,110
66,高雄,-1,(なし),-1,(なし),2016/04/11 18:22:12,3,3,3,なし,-,3626220543,S,110
66,高雄,-1,(なし),-1,(なし),2016/04/11 18:23:52,3,3,7,なし,-,3411417950,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 18:28:18,3,3,1,なし,-,3166583471,S,110
101,木曾,-1,(なし),-1,(なし),2016/04/11 18:29:26,3,3,3,なし,-,547884230,S,110
78,金剛,-1,(なし),-1,(なし),2016/04/11 18:31:04,3,3,11,なし,ボス,2568909990,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 18:53:37,4,2,1,なし,-,3414836491,D,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 18:56:24,4,2,11,なし,-,1038761248,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:09:30,4,2,2,なし,-,511456754,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:10:49,4,2,6,なし,-,2416119866,B,110
74,祥鳳,-1,(なし),-1,(なし),2016/04/11 19:13:50,4,2,9,なし,ボス,944980674,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:15:45,4,2,1,なし,-,3529144938,B,110
92,隼鷹,-1,(なし),-1,(なし),2016/04/11 19:17:05,4,2,7,なし,-,1426809543,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:18:18,4,2,8,なし,-,4234538105,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:20:00,4,2,1,なし,-,3529144938,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:21:14,4,2,7,なし,-,515073024,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:23:51,4,2,13,なし,ボス,861357545,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:25:57,4,2,1,なし,-,3529144938,C,110
12,磯波,-1,(なし),-1,(なし),2016/04/11 19:28:11,4,2,2,なし,-,511456754,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:29:44,4,2,6,なし,-,3155796515,D,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 19:31:38,4,2,12,なし,-,1260643426,B,110
11,深雪,-1,(なし),-1,(なし),2016/04/11 20:06:01,4,2,1,なし,-,3529144938,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:07:23,4,2,11,なし,-,848668496,B,110
103,千代田,-1,(なし),-1,(なし),2016/04/11 20:09:05,4,2,8,なし,-,2390221519,A,110
17,陽炎,-1,(なし),-1,(なし),2016/04/11 20:11:04,4,2,2,なし,-,1609598289,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:12:55,4,2,11,なし,-,1038761248,C,110
12,磯波,-1,(なし),-1,(なし),2016/04/11 20:14:34,4,2,8,なし,-,1780038681,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:16:51,4,2,1,なし,-,2535984804,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:18:11,4,2,11,なし,-,848668496,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:22:45,4,2,1,なし,-,3529144938,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:24:13,4,2,11,なし,-,1038761248,B,110
62,妙高,-1,(なし),-1,(なし),2016/04/11 20:25:58,4,2,13,なし,ボス,3217229487,B,110
1,睦月,-1,(なし),-1,(なし),2016/04/11 20:28:38,4,2,2,なし,-,1609598289,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:30:06,4,2,6,なし,-,2293353456,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:31:17,4,2,12,なし,-,3078808685,B,110
85,霧島,-1,(なし),-1,(なし),2016/04/11 20:34:04,4,2,13,なし,ボス,861357545,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:54:01,4,2,1,なし,-,3529144938,B,110
11,深雪,-1,(なし),-1,(なし),2016/04/11 20:55:29,4,2,7,なし,-,515073024,B,110
9,吹雪,-1,(なし),-1,(なし),2016/04/11 20:57:03,4,2,8,なし,-,1780038681,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 20:59:15,4,2,2,なし,-,511456754,B,110
2,如月,-1,(なし),-1,(なし),2016/04/11 21:01:27,4,2,6,なし,-,2293353456,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:03:04,4,2,1,なし,-,3529144938,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:04:57,4,2,7,なし,-,515073024,B,110
17,陽炎,-1,(なし),-1,(なし),2016/04/11 21:06:06,4,2,8,なし,-,2390221519,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:08:35,4,2,1,なし,-,3414836491,D,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:10:03,4,2,7,なし,-,515073024,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:12:23,4,2,13,なし,ボス,861357545,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:16:53,4,2,2,なし,-,511456754,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:18:00,4,2,6,なし,-,3155796515,D,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:19:15,4,2,12,なし,-,1737267311,C,110
2,如月,-1,(なし),-1,(なし),2016/04/11 21:22:23,4,2,2,なし,-,963701455,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:24:00,4,2,11,なし,-,4280059846,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/11 21:25:59,4,2,8,なし,-,1780038681,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 17:13:21,4,2,2,なし,-,963701455,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 17:14:43,4,2,6,なし,-,2293353456,B,110
27,山城,-1,(なし),-1,(なし),2016/04/12 17:15:56,4,2,9,なし,ボス,944980674,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:10:16,4,2,1,なし,-,3414836491,D,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:11:41,4,2,7,なし,-,843001092,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:14:02,4,2,1,なし,-,2535984804,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:15:18,4,2,7,なし,-,843001092,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:16:51,4,2,8,なし,-,2390221519,A,110
2,如月,-1,(なし),-1,(なし),2016/04/12 18:18:25,4,2,1,なし,-,3529144938,B,110
55,神通,-1,(なし),-1,(なし),2016/04/12 18:19:53,4,2,7,なし,-,1426809543,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:25:26,4,2,1,なし,-,3414836491,D,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:26:51,4,2,7,なし,-,843001092,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:28:59,4,2,13,なし,ボス,3940082763,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:31:03,4,2,2,なし,-,963701455,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:32:08,4,2,6,なし,-,3155796515,D,110
54,川内,-1,(なし),-1,(なし),2016/04/12 18:33:24,4,2,12,なし,-,1260643426,A,110
76,龍驤,-1,(なし),-1,(なし),2016/04/12 18:35:43,4,2,13,なし,ボス,3217229487,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:40:57,2,4,1,なし,-,3330031737,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:43:19,2,4,8,なし,-,3017515740,B,110
12,磯波,-1,(なし),-1,(なし),2016/04/12 18:45:35,2,4,10,なし,-,3463676847,B,110
17,陽炎,-1,(なし),-1,(なし),2016/04/12 18:48:52,2,4,1,なし,-,350318307,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:50:21,2,4,8,なし,-,2994571100,A,110
55,神通,-1,(なし),-1,(なし),2016/04/12 18:51:58,2,4,14,なし,-,1445120715,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:53:47,2,4,15,なし,-,2553013027,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 18:56:23,4,2,1,なし,-,2535984804,B,110
23,由良,-1,(なし),-1,(なし),2016/04/12 18:57:48,4,2,7,なし,-,515073024,A,110
100,多摩,-1,(なし),-1,(なし),2016/04/12 18:59:50,4,2,8,なし,-,1780038681,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:02:47,2,4,1,なし,-,3330031737,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:04:12,2,4,8,なし,-,3017515740,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:05:52,2,4,10,なし,-,3463676847,B,110
96,大潮,-1,(なし),-1,(なし),2016/04/12 19:08:02,2,4,1,なし,-,3330031737,B,110
98,荒潮,-1,(なし),-1,(なし),2016/04/12 19:09:45,2,4,8,なし,-,2971288258,A,110
70,最上,-1,(なし),-1,(なし),2016/04/12 19:12:25,2,4,1,なし,-,350318307,S,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:13:52,2,4,3,なし,-,285547134,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:15:39,2,4,13,なし,-,1087327781,A,110
63,那智,-1,(なし),-1,(なし),2016/04/12 19:17:50,2,4,17,なし,ボス,668709314,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:26:24,2,4,1,なし,-,3330031737,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:30:46,2,4,8,なし,-,2971288258,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:32:25,2,4,1,なし,-,350318307,A,110
56,那珂,-1,(なし),-1,(なし),2016/04/12 19:33:48,2,4,3,なし,-,4187071583,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:35:37,2,4,13,なし,-,1087327781,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:37:20,2,4,1,なし,-,216560690,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:38:43,2,4,8,なし,-,3017515740,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:39:47,2,4,14,なし,-,1445120715,A,110
64,足柄,-1,(なし),-1,(なし),2016/04/12 19:40:47,2,4,18,なし,ボス,1802719643,B,110
48,霰,-1,(なし),-1,(なし),2016/04/12 19:43:08,2,4,1,なし,-,350318307,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:45:23,2,4,8,なし,-,2971288258,A,110
52,龍田,-1,(なし),-1,(なし),2016/04/12 19:47:06,2,4,14,なし,-,1432940769,A,110
96,大潮,-1,(なし),-1,(なし),2016/04/12 19:49:00,2,4,15,なし,-,2553013027,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:51:43,2,4,1,なし,-,3330031737,B,110
22,五十鈴,-1,(なし),-1,(なし),2016/04/12 19:55:20,2,4,8,なし,-,2971288258,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:57:05,2,4,1,なし,-,3330031737,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 19:58:28,2,4,5,なし,-,1833910272,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 20:00:00,2,4,6,なし,-,2583979479,C,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 20:01:28,2,4,1,なし,-,3330031737,S,110
60,加古,-1,(なし),-1,(なし),2016/04/12 20:03:13,2,4,3,なし,-,4187071583,A,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 20:05:32,2,4,13,なし,-,1087327781,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 20:09:46,2,4,1,なし,-,3330031737,B,110
-1,(なし),-1,(なし),-1,(なし),2016/04/12 20:12:32,2,4,5,なし,-,1833910272,A,110
