日時,燃料,弾薬,鋼材,ボーキ,高速建造材,高速修復材,開発資材,改修資材,司令部Lv,提督Exp
2016/02/09 15:02:13,92998,45201,55512,33582,1365,564,1036,54,109,5456907
2016/02/09 15:43:19,93637,45047,55882,34032,1365,565,1039,55,109,5457529
2016/02/09 15:53:18,93377,44883,55882,34032,1365,565,1039,55,109,5458169
2016/02/09 16:40:06,93526,45033,56079,34132,1365,565,1040,55,109,5458169
2016/02/09 16:43:02,94041,45543,56099,34152,1365,565,1040,55,109,5458459
2016/02/09 16:45:40,93973,45502,56099,34152,1365,565,1040,55,109,5458619
2016/02/09 17:19:31,93970,45502,56093,34152,1365,565,1040,55,109,5458619
2016/02/09 17:23:39,93834,45420,56093,34152,1365,565,1040,55,109,5458939
2016/02/09 17:30:37,93638,45297,56093,34152,1365,565,1040,55,109,5459419
2016/02/09 17:32:55,93638,45297,56093,34152,1365,565,1040,55,109,5459419
2016/02/09 17:33:29,93638,45297,56093,34152,1365,565,1040,55,109,5459419
2016/02/09 17:34:45,93638,45297,56093,34152,1365,565,1040,55,109,5459419
2016/02/09 17:43:26,93530,45165,56093,34097,1365,565,1040,55,109,5461839
2016/02/09 17:44:11,93530,45165,56093,34097,1365,565,1040,55,109,5461839
2016/02/09 17:46:28,93530,45165,56093,34097,1365,565,1040,55,109,5461839
2016/02/09 17:47:23,93530,45165,56093,34097,1365,565,1040,55,109,5461839
2016/02/09 17:49:02,93530,45165,56093,34097,1365,565,1040,55,109,5461839
2016/02/09 17:50:07,93530,45165,56093,34097,1365,565,1040,55,109,5461839
2016/02/09 18:00:12,94188,45478,56893,34397,1365,565,1043,55,109,5462419
2016/02/09 18:11:27,94024,45473,56893,34417,1365,565,1043,55,109,5463259
2016/02/09 19:43:35,94178,45704,57311,34654,1365,566,1046,58,109,5465709
2016/02/09 20:20:36,94755,46255,57318,34674,1365,566,1046,58,109,5465839
2016/02/09 20:25:32,94619,46173,57318,34674,1365,566,1046,58,109,5466159
2016/02/09 20:26:00,94619,46173,57318,34674,1365,566,1046,58,109,5466159
2016/02/09 21:03:48,94754,45703,57943,34674,1365,566,1046,58,109,5473573
2016/02/09 22:00:40,95622,44873,59468,35224,1367,567,1054,58,109,5485739
2016/02/10 07:47:51,94536,44728,58129,35904,1367,567,1056,60,109,5485739
2016/02/10 08:00:20,94883,44445,58642,36429,1368,567,1057,60,109,5486189
2016/02/10 20:27:48,94807,44509,58543,36594,1368,567,1059,61,109,5486189
2016/02/10 21:01:46,95001,44302,58169,36334,1371,572,1058,60,109,5487007
2016/02/10 21:13:58,95222,44529,58639,36814,1371,577,1060,60,109,5488311
2016/02/10 21:24:30,94958,44365,58639,36814,1371,577,1060,60,109,5488951
2016/02/10 21:54:45,94219,44033,58709,36894,1371,578,1060,60,109,5490791
2016/02/10 22:00:45,94473,44463,59249,37144,1371,578,1061,60,109,5490981
2016/02/10 23:10:20,94332,44563,59064,37144,1371,578,1061,60,109,5491001
2016/02/10 23:16:45,94332,44563,59064,37144,1371,578,1061,60,109,5491001
2016/02/11 08:04:53,94270,44563,58946,37144,1371,578,1061,60,109,5491001
2016/02/11 09:06:44,94252,44370,58532,36774,1374,582,1054,58,109,5491381
2016/02/11 10:00:05,93872,41963,55053,36844,1374,585,1056,58,109,5493411
2016/02/11 11:09:14,93586,42022,55158,36919,1374,583,1057,58,109,5494366
2016/02/11 11:12:02,93735,42222,55142,36939,1374,582,1057,58,109,5494506
2016/02/11 12:05:57,93448,42216,55184,36934,1374,583,1057,58,109,5495046
2016/02/11 13:16:42,93386,42428,55442,37064,1374,584,1057,58,109,5495861
2016/02/11 14:09:07,93385,42896,55277,37129,1375,576,1059,58,109,5497201
2016/02/11 15:01:32,92945,43071,54477,37019,1375,569,1059,66,109,5500451
2016/02/11 16:10:12,91799,42418,54044,36480,1375,554,1060,66,109,5504036
2016/02/11 16:14:42,91223,42129,53796,36405,1375,547,1060,66,109,5504236
2016/02/11 17:04:18,90658,42002,53439,36340,1375,539,1060,66,109,5506876
2016/02/11 18:00:22,87760,40935,49389,35940,1375,522,1060,66,109,5508726
2016/02/11 18:11:06,87127,40284,48972,35825,1375,518,1060,66,109,5509686
2016/02/11 19:07:33,84539,39010,45709,35494,1375,506,1060,66,109,5512326
2016/02/11 20:04:29,80107,36645,40658,34594,1375,473,1060,66,109,5514866
2016/02/11 21:09:43,69716,23052,25734,27955,1375,463,1020,66,109,5515796
2016/02/11 22:06:15,69222,23209,24944,27974,1375,464,1020,66,109,5515816
2016/02/12 09:39:32,69224,24202,25417,28000,1375,465,1020,66,109,5515876
2016/02/12 10:01:55,69853,24128,26028,28400,1376,465,1021,66,109,5516366
2016/02/12 11:36:11,69756,24284,26105,28400,1376,466,1021,66,109,5516386
2016/02/12 12:05:52,69707,24780,25126,27600,1378,469,1013,64,109,5516446
2016/02/12 13:02:41,68457,25320,24204,27588,1379,466,1016,64,109,5517786
2016/02/12 14:07:39,67550,25527,23170,27445,1379,457,1016,64,109,5519066
2016/02/12 15:11:24,67283,25484,24125,26981,1379,456,1021,64,109,5520263
2016/02/12 16:16:39,67143,26054,24503,27003,1379,457,1021,64,109,5520353
2016/02/12 17:01:04,67251,26499,24606,27038,1379,458,1021,64,109,5520433
2016/02/12 18:16:23,67062,27237,25068,27073,1379,459,1021,64,109,5521557
2016/02/12 19:25:38,66708,27506,24627,27096,1379,460,1021,64,109,5521597
2016/02/12 20:35:52,66743,27878,24542,27140,1379,460,1021,64,109,5521657
2016/02/12 21:05:13,66694,28383,24822,27169,1379,461,1023,64,109,5524627
2016/02/13 07:49:11,66485,28483,25152,27384,1379,462,1023,64,109,5524647
2016/02/13 08:00:52,66900,28407,25515,27905,1379,463,1023,64,109,5525287
2016/02/13 09:24:06,66771,28216,25640,27558,1380,463,1023,64,109,5525327
2016/02/13 14:59:31,66747,28216,25926,27669,1380,463,1023,64,109,5525327
2016/02/13 15:01:05,66815,28280,26169,28049,1380,463,1023,64,109,5525487
2016/02/13 16:00:36,65003,27941,23775,26863,1382,457,1019,62,109,5527057
2016/02/13 17:15:52,65157,28072,24162,27378,1383,459,1021,62,109,5528115
2016/02/13 18:07:33,65126,28172,24232,27395,1383,459,1021,62,109,5528135
2016/02/13 19:07:03,65183,29116,24767,27485,1384,460,1022,62,109,5528315
2016/02/13 20:05:01,65251,29616,25130,27654,1384,461,1022,62,109,5528355
2016/02/13 21:24:39,64675,29584,25433,27431,1384,462,1022,65,109,5535090
2016/02/14 08:51:36,64599,29884,25751,27680,1384,462,1022,65,109,5535150
2016/02/14 09:51:42,65081,29947,26243,28360,1384,462,1023,65,109,5535410
2016/02/14 10:15:42,65018,29829,26267,28215,1384,462,1023,65,109,5535530
2016/02/14 15:23:43,64959,29597,26590,28000,1385,462,1023,65,109,5535610
2016/02/14 16:01:59,64939,28012,25485,27725,1387,465,1020,63,109,5537162
2016/02/14 16:30:53,63289,27205,23800,27410,1387,460,1021,63,109,5541497
2016/02/14 17:04:51,60635,26580,20121,27141,1387,448,1022,63,109,5549297
2016/02/14 18:01:33,53380,23677,11314,25990,1387,424,1022,63,109,5556497
2016/02/14 20:03:44,51029,22771,8916,25341,1388,417,1023,63,109,5560957
2016/02/14 21:01:38,50923,23332,8894,25380,1388,416,1023,63,109,5561047
2016/02/15 08:27:04,51434,24307,9659,25779,1388,416,1023,63,109,5561347
2016/02/15 09:30:19,51824,24153,10247,26180,1389,417,1024,63,109,5561937
2016/02/15 10:34:47,51898,23388,9434,26336,1391,418,1017,61,109,5563422
2016/02/15 11:19:21,51405,23307,8756,26361,1391,408,1018,61,109,5564812
2016/02/15 12:02:16,51655,23463,9386,26510,1392,404,1021,61,109,5565752
2016/02/15 13:09:11,51856,23772,9475,26553,1392,404,1021,61,109,5565872
2016/02/15 14:00:40,52677,23740,9536,26790,1393,405,1021,61,109,5571819
2016/02/15 14:12:53,52544,24438,9826,27294,1393,405,1023,61,109,5572984
2016/02/15 14:39:05,53417,23903,10636,27023,1393,408,1024,62,109,5574072
2016/02/15 14:41:15,53384,23861,10636,27023,1393,408,1024,62,109,5574072
2016/02/15 14:43:30,53384,23864,10639,27024,1393,408,1024,62,109,5574072
2016/02/15 14:58:34,53180,23598,10654,26864,1393,408,1024,62,109,5578867
2016/02/15 15:01:43,53180,23601,10657,26865,1393,408,1024,62,109,5578987
2016/02/15 15:05:12,53145,23560,10660,26851,1393,408,1024,62,109,5579107
2016/02/15 15:07:20,53109,23518,10663,26847,1393,408,1024,62,109,5579107
2016/02/15 15:08:32,53109,23518,10663,26847,1393,408,1024,62,109,5579107
2016/02/15 15:24:36,53111,23564,10632,26798,1393,408,1024,62,109,5581762
2016/02/15 15:33:50,52943,23391,10581,26691,1393,408,1024,62,109,5584137
2016/02/15 16:06:27,52911,23424,10554,26702,1393,408,1024,62,109,5584137
2016/02/15 16:07:53,52911,23424,10554,26702,1393,408,1024,62,109,5584137
2016/02/15 16:08:30,52911,23424,10554,26702,1393,408,1024,62,109,5584137
2016/02/15 17:38:32,53126,24318,11185,26902,1393,408,1024,62,109,5584227
2016/02/15 18:10:30,53671,24287,11485,26913,1393,408,1024,62,109,5584327
2016/02/15 19:27:30,53793,24565,11490,26959,1393,408,1024,62,109,5584367
2016/02/15 20:33:06,54271,25135,11820,27401,1393,408,1026,63,109,5584457
2016/02/15 21:13:07,54636,25133,12086,27414,1393,408,1026,63,109,5584537
2016/02/15 22:14:28,54638,25562,11937,27454,1393,408,1026,63,109,5584687
2016/02/16 07:24:13,54556,26383,12502,27638,1393,408,1026,63,109,5584817
2016/02/16 08:56:25,55029,26563,13535,28248,1394,408,1030,63,109,5585365
2016/02/16 09:53:53,55199,26823,13612,28268,1394,408,1030,63,109,5585405
2016/02/16 09:57:40,55199,26826,13615,28268,1394,408,1030,63,109,5585405
2016/02/16 09:59:02,55199,26826,13615,28268,1394,408,1030,63,109,5585405
2016/02/16 10:02:12,55199,26829,13618,28268,1394,408,1030,63,109,5585405
2016/02/16 10:03:24,55199,26832,13621,28268,1394,408,1030,63,109,5585405
2016/02/16 10:06:40,55199,26835,13624,28268,1394,408,1030,63,109,5585525
2016/02/16 10:29:33,55721,27264,14420,28263,1394,409,1032,63,109,5586485
2016/02/16 10:30:49,55721,27267,14423,28263,1394,409,1032,63,109,5586485
2016/02/16 10:32:13,55721,27267,14423,28263,1394,409,1032,63,109,5586485
2016/02/16 10:37:46,55655,27191,14429,28238,1394,409,1032,63,109,5586755
2016/02/16 11:46:45,55609,27260,14408,28238,1394,409,1032,63,109,5586755
2016/02/16 12:01:00,55970,27653,14818,28518,1394,409,1035,66,109,5589260
2016/02/16 13:15:23,55951,27728,14853,28518,1394,409,1035,66,109,5589260
2016/02/16 14:12:49,56646,27505,14926,28748,1397,412,1030,64,109,5589360
2016/02/16 15:49:53,56798,27801,15008,28768,1397,412,1030,64,109,5589400
2016/02/16 16:00:13,56969,28001,15040,28788,1397,412,1030,64,109,5589440
2016/02/16 16:55:05,55893,27527,14380,28148,1397,405,1032,64,109,5595382
2016/02/16 17:04:57,55893,27536,14389,28148,1397,405,1032,64,109,5598192
2016/02/16 18:52:19,54138,26092,13387,27229,1398,399,1034,64,109,5606536
2016/02/16 19:29:03,54196,26632,13650,27261,1398,399,1034,64,109,5606626
2016/02/16 20:23:59,54693,26625,13883,27280,1398,399,1034,64,109,5606726
2016/02/16 21:36:58,54836,26897,13924,27324,1398,399,1034,64,109,5606766
2016/02/16 22:18:20,53985,27243,12789,27338,1398,399,1034,64,109,5606816
2016/02/17 08:55:58,54530,28000,13391,27570,1398,399,1034,64,109,5606956
2016/02/17 09:00:13,54970,27969,13837,28150,1398,399,1034,64,109,5607216
2016/02/17 10:05:08,54996,27777,14232,28130,1399,399,1037,65,109,5607836
2016/02/17 11:45:33,55397,27359,13613,28280,1401,402,1030,63,109,5607876
2016/02/17 12:00:26,56397,28096,14708,28450,1403,403,1034,63,109,5609910
2016/02/17 13:00:00,56466,28084,15189,28750,1403,405,1034,63,109,5613646
2016/02/17 14:04:12,56973,27396,16450,29445,1403,407,1039,63,109,5627057
2016/02/17 15:00:03,57699,27172,17506,29850,1403,407,1045,65,109,5630935
2016/02/17 15:09:51,57868,27364,17535,29870,1403,407,1045,65,109,5631103
2016/02/17 16:05:29,57998,27327,17573,29870,1403,407,1045,65,109,5632079
2016/02/17 17:12:28,58285,27130,18458,29915,1403,412,1045,65,109,5636076
2016/02/17 18:03:53,58763,27697,19232,30115,1404,412,1046,68,109,5636176
2016/02/17 19:41:47,58886,27993,19256,30135,1404,412,1046,68,109,5636216
2016/02/17 20:04:38,59039,28193,19267,30155,1404,412,1046,68,109,5636256
2016/02/17 21:05:01,59310,28536,19781,30140,1404,408,1046,68,109,5637461
2016/02/17 22:20:42,58511,28190,18963,30060,1404,391,1046,68,109,5639076
2016/02/17 23:11:21,57528,28276,17921,30025,1404,382,1046,68,109,5640576
2016/02/18 08:23:52,56859,28061,17497,30010,1404,382,1046,68,109,5641401
2016/02/18 09:32:49,57366,26957,17422,30550,1407,385,1039,66,109,5642089
2016/02/18 11:10:40,57508,27253,17486,30570,1407,385,1039,66,109,5642129
2016/02/18 13:50:17,57908,27852,18052,30590,1407,385,1039,66,109,5642269
2016/02/18 14:13:18,58071,28052,18082,30610,1407,385,1039,66,109,5642309
2016/02/18 15:20:59,58320,28292,18580,30610,1407,385,1039,66,109,5642409
2016/02/18 16:12:21,58447,28492,18568,30630,1407,385,1039,66,109,5642449
2016/02/18 17:00:06,58209,28737,19341,30865,1408,384,1044,66,109,5644584
2016/02/18 17:20:58,58572,28822,19745,30940,1408,381,1047,66,109,5645308
2016/02/18 17:55:24,57735,28124,19463,30855,1408,378,1047,66,109,5647588
2016/02/18 18:01:20,57735,28124,19469,30855,1408,378,1047,66,109,5647778
2016/02/18 19:00:57,57479,27900,19509,30825,1408,378,1047,66,109,5649148
2016/02/18 19:38:10,56372,26833,19414,30655,1408,377,1047,66,109,5652378
2016/02/18 20:00:20,55778,26884,19738,30510,1408,376,1047,66,109,5654378
2016/02/18 21:01:49,54661,25376,19674,30265,1408,372,1047,66,109,5659610
2016/02/18 21:19:46,54492,25025,18165,30250,1408,372,1047,66,109,5659990
2016/02/18 21:20:30,54492,25025,18165,30250,1408,372,1047,66,109,5659990
2016/02/18 22:10:36,54450,25076,18139,30250,1408,372,1047,66,109,5659990
2016/02/18 22:24:56,54614,25291,18162,30270,1408,371,1047,66,109,5660030
2016/02/18 23:01:18,53806,24873,18435,30010,1408,370,1047,66,109,5661895
2016/02/18 23:05:22,53646,24800,17389,30010,1408,370,1047,66,109,5661995
2016/02/19 09:23:29,53230,25418,17226,30010,1408,370,1047,66,109,5661995
2016/02/19 10:16:17,53632,24722,17568,30055,1409,371,1048,66,109,5662741
2016/02/19 10:23:41,53854,23718,16528,30235,1411,374,1043,65,109,5662741
2016/02/19 12:10:21,53996,24026,16598,30255,1411,374,1043,65,109,5662781
2016/02/19 13:08:10,54410,24523,17088,30275,1411,374,1043,65,109,5662921
2016/02/19 14:02:03,53616,23748,17347,29825,1411,374,1046,65,109,5665861
2016/02/19 14:34:20,53267,23488,17467,29360,1411,374,1048,65,109,5666221
2016/02/19 14:38:49,53267,23494,17473,29360,1411,374,1048,65,109,5666221
2016/02/19 15:00:04,53249,23515,17461,29360,1411,374,1048,65,109,5666221
2016/02/19 17:05:27,53819,24268,18154,29380,1411,374,1048,65,109,5666461
2016/02/19 18:09:59,53881,25028,18590,29400,1411,374,1048,65,109,5666601
2016/02/19 19:43:00,54517,25557,19133,29570,1411,374,1048,65,109,5666691
2016/02/19 20:28:41,54497,25602,19137,29570,1411,374,1048,65,109,5666691
2016/02/19 21:04:32,54552,26242,19472,29590,1411,375,1048,65,109,5666801
2016/02/19 22:00:46,55019,26681,19816,29610,1411,376,1048,65,109,5666991
2016/02/20 08:33:58,54005,27663,18646,29690,1412,378,1049,65,109,5667121
2016/02/20 10:07:06,54102,27330,18994,30035,1413,378,1050,65,109,5667921
2016/02/20 11:21:48,54482,26505,18016,30185,1415,381,1044,63,109,5667961
2016/02/20 23:08:27,55130,27650,19302,30205,1415,381,1044,63,109,5668151
2016/02/21 19:37:16,54016,26749,18579,30315,1419,382,1044,61,109,5674011
2016/02/21 20:47:12,54000,26818,18618,30315,1419,382,1044,61,109,5674011
2016/02/21 21:03:56,54269,27266,19235,30315,1419,382,1044,61,109,5674161
2016/02/22 10:02:27,54711,27125,19222,30605,1422,385,1037,59,109,5674847
2016/02/22 11:00:07,55614,27915,20107,30725,1422,385,1038,59,109,5675087
2016/02/22 12:08:56,55614,27984,20176,30725,1422,385,1038,59,109,5675087
2016/02/22 13:01:02,55785,28200,20247,30745,1422,385,1038,59,109,5675127
2016/02/22 14:00:10,56228,28640,20797,30765,1422,385,1038,59,109,5675267
2016/02/22 15:33:34,56216,28640,20866,30765,1422,385,1038,59,109,5675267
2016/02/22 16:11:38,56387,28840,20922,30785,1422,385,1038,59,109,5675307
2016/02/22 17:01:20,56470,28795,21443,30420,1422,385,1038,59,109,5675707
2016/02/22 18:31:34,55914,28290,21748,29955,1422,385,1042,59,109,5677662
2016/02/22 19:00:13,56747,29266,22523,30540,1422,385,1046,60,109,5680654
2016/02/22 19:24:21,56707,29636,22547,31040,1422,385,1048,60,109,5681446
2016/02/22 19:30:33,56631,29586,22553,31040,1422,385,1048,60,109,5681654
2016/02/22 19:48:54,57873,29673,23465,31170,1422,389,1049,61,109,5683830
2016/02/22 20:00:14,57806,29606,23467,31170,1422,389,1049,61,109,5687266
2016/02/22 20:36:02,57764,29405,23860,31190,1422,389,1049,61,109,5688626
2016/02/22 20:53:55,57619,29184,23928,31195,1423,389,1050,61,109,5691466
2016/02/22 21:02:00,57617,29184,23929,31195,1423,389,1050,61,109,5693946
2016/02/22 21:04:41,57514,29058,23925,31170,1423,389,1050,61,109,5693946
2016/02/22 21:07:09,57514,29058,23928,31170,1423,389,1050,61,109,5694021
2016/02/22 21:11:01,57477,29015,23925,31170,1423,389,1050,61,109,5694141
2016/02/22 21:12:31,57444,28973,23928,31160,1423,389,1050,61,109,5694141
2016/02/22 21:38:18,57284,28722,24115,31140,1423,389,1050,61,109,5698087
2016/02/22 21:39:19,57251,28680,24118,31130,1423,389,1050,61,109,5698087
2016/02/22 21:42:31,57422,28880,24141,31150,1423,389,1050,61,109,5698127
2016/02/23 08:47:53,57595,29009,24727,31375,1424,390,1051,61,109,5698773
2016/02/23 09:02:53,58038,28491,24326,31605,1427,393,1046,59,109,5698773
2016/02/23 10:18:02,58193,28691,24387,31625,1427,393,1046,59,109,5698813
2016/02/23 11:19:25,58783,29204,25172,31505,1427,393,1046,59,109,5699213
2016/02/23 12:04:15,58780,29204,25210,31505,1427,393,1046,59,109,5699213
2016/02/23 13:02:33,58944,29404,25273,31525,1427,393,1046,59,109,5699253
2016/02/23 14:08:04,59686,30374,26298,31875,1427,395,1049,59,109,5699393
2016/02/23 14:15:59,59686,30374,26307,31875,1427,395,1049,59,109,5699393
2016/02/23 16:07:24,59371,30107,26332,31660,1428,395,1051,59,109,5699845
2016/02/23 17:47:41,60174,31037,27456,31830,1428,395,1051,59,109,5700085
2016/02/23 18:02:23,60364,31229,27507,31850,1428,395,1052,59,109,5701945
2016/02/23 19:01:50,61389,31029,29809,32960,1428,400,1061,59,109,5717538
2016/02/23 19:20:24,60944,30784,30106,33675,1430,400,1065,61,109,5720649
2016/02/23 20:00:02,61168,30410,30695,33990,1432,400,1068,64,109,5728835
2016/02/23 21:05:58,61001,30397,30251,34220,1434,400,1068,64,109,5731234
2016/02/23 22:01:16,60576,30701,29872,34220,1434,400,1068,64,109,5731284
2016/02/23 22:20:52,60576,30701,29872,34220,1434,400,1068,64,109,5731284
2016/02/24 12:55:16,55098,23782,23101,31980,1437,403,1046,63,109,5734530
2016/02/24 13:00:43,55248,23938,23257,32130,1437,404,1048,63,109,5734530
2016/02/24 14:01:21,55105,24566,23691,32150,1437,404,1048,63,109,5735150
2016/02/24 15:03:05,55111,24130,23896,31940,1437,404,1049,63,109,5735810
2016/02/24 16:38:15,55225,24423,23902,31960,1437,404,1049,63,109,5735850
2016/02/24 17:25:16,55286,25165,24320,31980,1437,404,1049,63,109,5735990
2016/02/24 18:11:40,55616,25146,24524,31980,1437,404,1049,63,109,5736040
2016/02/24 19:00:26,56359,25406,25795,32385,1438,408,1051,63,109,5737550
2016/02/24 20:04:48,58584,25860,26440,32806,1438,408,1056,69,109,5742187
2016/02/24 20:35:31,59486,25319,27045,32806,1438,407,1056,69,109,5743343
2016/02/24 20:54:09,59292,25237,27074,32836,1438,409,1056,69,109,5743823
2016/02/24 21:00:20,59226,25201,27080,32836,1438,409,1056,69,109,5743983
2016/02/25 08:45:30,53890,23236,22102,26699,1440,407,1038,69,109,5747013
2016/02/25 08:50:54,53890,23242,22108,26701,1440,407,1038,69,109,5747013
2016/02/25 09:39:09,54057,23490,22165,26737,1440,407,1038,69,109,5747053
2016/02/25 10:05:43,54047,23514,22169,26745,1440,407,1038,69,109,5747053
2016/02/25 10:10:15,53967,23824,22445,26747,1440,407,1038,69,109,5747103
2016/02/25 11:09:32,54462,24020,22671,26787,1440,407,1038,69,109,5747193
2016/02/25 12:13:21,54445,24083,22701,26808,1440,407,1038,69,109,5747193
2016/02/25 13:10:15,54536,24644,23048,26847,1440,407,1038,69,109,5747283
2016/02/25 14:00:51,55013,24831,23233,26884,1440,407,1038,69,109,5747373
2016/02/25 15:27:54,54698,24422,23320,26603,1440,407,1038,69,109,5747683
2016/02/25 16:05:25,54789,24962,23646,26635,1440,407,1038,69,109,5747773
2016/02/25 17:03:30,55743,24588,23590,26985,1442,410,1032,67,109,5748033
2016/02/25 17:32:04,55688,24695,23887,27149,1442,412,1035,67,109,5748897
2016/02/25 17:37:35,55541,24610,23893,27151,1442,412,1035,67,109,5749217
2016/02/25 17:41:17,55477,24572,23896,27152,1442,412,1035,67,109,5749377
2016/02/25 18:19:48,55477,24611,23935,27165,1442,412,1035,67,109,5749377
2016/02/25 18:23:01,55477,24614,23938,27166,1442,412,1035,67,109,5749377
2016/02/25 18:24:21,55397,25111,24346,27167,1442,412,1035,67,109,5749477
2016/02/25 18:27:57,55329,25073,24349,27168,1442,412,1035,67,109,5749637
2016/02/25 18:34:32,55189,24997,24355,27170,1442,412,1035,67,109,5749957
2016/02/25 18:40:27,55267,25162,24329,27192,1442,412,1035,67,109,5750157
2016/02/25 18:41:53,55267,25165,24332,27193,1442,412,1035,67,109,5750157
2016/02/25 18:46:10,55201,25127,24335,27194,1442,412,1035,67,109,5750317
2016/02/25 19:00:14,55981,25292,24850,27299,1442,412,1036,67,109,5750417
2016/02/25 19:17:02,55841,25201,24859,27304,1442,412,1036,67,109,5750577
2016/02/25 19:18:46,55841,25204,24862,27305,1442,412,1036,67,109,5750577
2016/02/25 19:22:48,55773,25166,24865,27306,1442,412,1036,67,109,5750705
2016/02/25 19:27:42,55705,25131,24871,27308,1442,412,1036,67,109,5750865
2016/02/25 19:28:27,55705,25131,24871,27308,1442,412,1036,67,109,5750865
2016/02/25 19:37:01,55571,25054,24880,27311,1442,412,1036,67,109,5751185
2016/02/25 19:37:55,55571,25054,24880,27311,1442,412,1036,67,109,5751185
2016/02/25 20:04:40,55500,25040,24902,27320,1442,412,1036,67,109,5751345
2016/02/25 20:11:51,55552,25195,24943,27373,1442,413,1036,67,109,5751705
2016/02/25 20:29:50,55088,24926,24961,27379,1442,413,1036,67,109,5752793
2016/02/25 20:41:25,54784,24765,24919,27382,1442,413,1036,67,109,5753433
2016/02/25 20:43:16,54784,24768,24922,27383,1442,413,1036,67,109,5753433
2016/02/25 20:54:31,54454,24574,24934,27387,1442,413,1036,67,109,5754233
2016/02/25 21:40:30,54418,24625,24997,27452,1443,413,1037,67,109,5754393
2016/02/26 07:39:18,55335,25787,26314,28347,1443,413,1038,67,109,5754843
2016/02/26 08:30:41,55077,25452,26415,28087,1444,413,1038,67,109,5755183
2016/02/26 10:01:57,55248,25742,26525,28107,1444,413,1038,67,109,5755223
2016/02/26 14:51:51,55954,27229,27366,28167,1444,413,1038,67,109,5755721
2016/02/26 15:20:53,55984,27289,27426,28197,1444,415,1038,67,109,5755721
2016/02/26 16:18:12,56143,27546,27479,28217,1444,415,1038,67,109,5755761
2016/02/26 17:02:29,50576,20267,20498,25646,1447,419,1017,67,109,5757341
2016/02/26 18:32:46,49696,19070,20842,25727,1447,419,1019,67,109,5759655
2016/02/26 19:01:36,49509,18942,20712,25711,1447,417,1019,67,109,5760735
2016/02/26 20:02:31,48653,17291,20922,25536,1447,412,1019,67,109,5763823
2016/02/26 21:00:47,47628,15877,20751,25426,1447,411,1019,67,109,5766697
2016/02/27 11:43:30,47858,15966,20942,26075,1450,417,1015,65,109,5771399
2016/02/27 11:46:12,48204,16409,21545,26176,1450,418,1016,65,109,5771519
2016/02/27 12:23:17,48192,16445,21559,26188,1450,418,1016,65,109,5771519
2016/02/27 13:33:33,48072,16717,21609,26212,1450,418,1016,65,109,5771559
2016/02/27 14:03:05,47856,16463,21744,26382,1450,422,1018,65,109,5772759
2016/02/27 15:04:13,47822,16761,22515,26412,1451,424,1020,65,109,5773369
2016/02/27 16:03:30,47716,17021,22533,26432,1451,425,1020,65,109,5773409
2016/02/27 17:33:48,47900,17607,23057,26682,1451,427,1021,65,109,5774545
2016/02/27 18:04:48,48351,18167,23813,26692,1451,428,1021,65,109,5774765
2016/02/27 19:05:20,48255,18427,23850,26712,1451,430,1021,65,109,5774805
2016/02/27 20:03:25,48086,18539,23911,26732,1451,432,1021,65,109,5775101
2016/02/27 21:13:59,48196,19076,24659,26700,1451,434,1022,65,109,5775801
2016/02/28 12:28:52,48476,19500,24825,27845,1454,441,1017,63,109,5776617
2016/02/28 14:09:30,48504,19944,25158,27879,1454,442,1018,63,109,5777013
2016/02/28 15:14:46,48127,19814,25264,27896,1454,443,1019,63,109,5777529
2016/02/28 16:47:57,48477,20647,26148,28059,1454,443,1019,63,109,5777669
2016/02/28 17:13:39,48448,20771,26197,28059,1454,443,1019,63,109,5777689
2016/02/28 18:28:35,47917,21280,25746,28089,1454,445,1019,63,109,5777759
2016/02/28 19:02:03,48657,21792,26439,28289,1457,447,1024,63,109,5778308
2016/02/28 20:25:57,48796,22125,26748,28389,1457,448,1025,63,109,5778408
2016/02/29 18:57:25,50237,23387,28440,29704,1460,452,1018,61,109,5779800
2016/02/29 19:00:36,49892,23053,28429,29704,1460,452,1018,61,109,5779800
2016/02/29 19:16:08,49794,22874,28455,29704,1460,454,1018,61,109,5779960
2016/02/29 19:40:20,49589,22795,28581,29689,1461,456,1021,61,109,5780600
2016/02/29 20:02:18,49644,22740,28844,29814,1461,458,1023,61,109,5781893
2016/02/29 21:01:44,50032,23212,29328,30469,1461,461,1026,62,109,5785778
2016/02/29 22:00:15,50254,23742,29986,30374,1461,461,1026,62,109,5787884
2016/03/01 08:44:38,50511,23807,29459,31244,1464,463,1020,60,109,5788664
2016/03/01 09:17:44,50505,23970,29503,31274,1464,465,1020,60,109,5788684
2016/03/01 10:02:15,50469,24235,29613,31274,1464,468,1020,60,109,5788724
2016/03/01 12:06:43,50897,25057,30354,31324,1465,469,1021,60,109,5788964
2016/03/01 12:13:53,50869,25163,30384,31324,1465,470,1021,60,109,5788984
2016/03/01 12:19:59,50869,25169,30384,31324,1465,470,1021,60,109,5788984
2016/03/01 12:54:52,49147,24607,30014,30679,1465,465,1023,60,109,5800254
2016/03/01 13:04:43,48688,24616,29151,30679,1465,462,1023,60,109,5803064
2016/03/01 14:09:36,46733,23636,27605,30449,1466,458,1030,60,109,5808952
2016/03/01 14:10:59,46733,23636,27605,30449,1466,458,1030,60,109,5808952
2016/03/01 14:11:30,46733,23636,27605,30449,1466,458,1030,60,109,5808952
